lake_id,lake_name,region,latitude,longitude,elevation_m,lake_area_km2,glacier_retreat_m_per_yr,distance_from_glacier_m,slope_deg,rainfall_mm,temperature_c,snowfall_mm,earthquake_magnitude,glof_risk,lake_type
GL0513,Far Valley Tal 294,Uttarakhand,31.3515,79.1707,5897.9,0.217,18.65,50.0,8.8,2038.8,0.26,1830.8,4.49,1,synthetic
GL0514,Outer Glacier Tal 258,Uttarakhand,31.1315,78.4273,4000.7,0.373,12.97,50.0,18.1,1384.6,-7.57,1368.4,4.39,0,synthetic
GL0515,Far Basin Tso 203,Ladakh,34.9166,77.1818,4209.0,0.37,25.73,976.2,28.3,2098.8,-0.44,1555.8,4.11,1,synthetic
GL0516,High Glacier Tal 459,Uttarakhand,29.9546,79.7241,4447.6,0.141,15.77,914.1,15.9,1805.4,-2.08,1296.3,2.61,0,synthetic
GL0517,Upper Cirque Tso 189,Ladakh,32.9161,77.9097,5266.7,0.453,0.0,827.0,29.1,1956.0,1.98,954.9,2.81,0,synthetic
GL0518,Outer Glacier Tso 614,Sikkim,27.2299,88.1804,4570.5,0.417,34.68,1443.2,5.7,1872.7,-6.98,2059.9,4.81,1,synthetic
GL0519,West Cirque Sar 232,Jammu & Kashmir,33.1761,75.1193,4701.5,0.588,8.31,1252.3,11.3,2755.9,-6.26,1836.6,3.68,0,synthetic
GL0520,East Ridge Tso 333,Ladakh,32.5755,79.0328,3807.4,0.11,14.39,421.7,20.2,2834.2,-2.63,771.2,4.26,1,synthetic
GL0521,High Valley Tal 377,Uttarakhand,30.5439,78.6432,4308.5,1.673,15.06,1490.9,24.8,2299.6,-1.73,988.0,4.06,1,synthetic
GL0522,North Ridge Tso 667,Sikkim,27.2084,88.2314,3612.4,0.686,0.0,478.8,13.7,2721.3,0.85,1621.1,5.23,0,synthetic
GL0523,Upper Moraine Tal 197,Uttarakhand,30.777,79.0549,4536.1,0.211,21.88,278.2,15.7,2730.4,1.56,809.0,3.32,1,synthetic
GL0524,Upper Ridge Tso 286,Ladakh,33.1489,77.9537,5226.0,0.483,19.51,1032.9,24.4,2482.7,-1.84,1422.5,4.85,1,synthetic
GL0525,South Moraine Tal 594,Himachal Pradesh,31.3713,76.2965,4550.1,0.282,17.52,223.2,5.0,1367.6,-1.33,1154.0,,0,synthetic
GL0526,Lower Spur Tal 064,Himachal Pradesh,32.4238,76.417,5686.4,0.104,21.35,1281.7,1.1,1893.4,-4.53,1359.6,3.54,0,synthetic
GL0527,Far Basin Sar 095,Jammu & Kashmir,34.3926,76.3245,3649.6,1.846,20.59,411.9,13.4,1833.3,-2.39,1111.1,4.73,1,synthetic
GL0528,Lower Cirque Tal 549,Himachal Pradesh,31.432,77.5993,4298.3,0.276,0.0,504.7,11.2,2696.7,1.98,1588.3,4.32,0,synthetic
GL0529,South Plateau Tal 743,Himachal Pradesh,32.0956,78.0068,5130.6,0.347,0.0,1078.0,1.0,1718.9,-1.42,905.1,3.64,0,synthetic
GL0530,South Basin Tal 007,Uttarakhand,30.9596,78.9674,3556.8,0.186,0.65,843.5,13.8,2108.1,0.18,1523.3,4.53,0,synthetic
GL0531,High Hollow Lake 430,Arunachal Pradesh,29.2627,95.7694,5977.6,0.261,26.44,374.4,13.4,1659.6,-8.71,1943.5,3.49,1,synthetic
GL0532,North Moraine Tal 082,Himachal Pradesh,31.1316,77.2405,5394.8,0.055,5.86,674.3,21.3,2371.4,-6.12,1727.3,3.36,0,synthetic
GL0533,East Spur Tso 079,Sikkim,27.6472,88.7622,3731.9,0.231,30.46,630.9,18.3,2042.3,-1.49,2159.4,2.14,1,synthetic
GL0534,West Moraine Tal 441,Uttarakhand,30.618,78.0917,5209.3,0.294,4.71,326.8,31.4,2167.2,-3.46,727.4,2.5,1,synthetic
GL0535,Far Valley Tso 093,Ladakh,33.9923,77.9149,3849.1,0.572,0.0,62.6,25.9,2275.6,-0.06,2229.7,4.37,1,synthetic
GL0536,East Ridge Tal 229,Himachal Pradesh,31.2226,77.6864,5343.7,0.83,4.77,729.8,20.3,2415.3,-0.32,878.1,2.92,0,synthetic
GL0537,Far Hollow Tal 556,Himachal Pradesh,32.2501,77.0831,5500.7,0.588,13.92,864.3,24.7,2230.4,-2.0,,4.48,1,synthetic
GL0538,High Spur Tal 237,Uttarakhand,28.9537,79.3902,5810.7,0.622,5.33,427.4,1.0,1696.0,-3.34,790.2,4.13,0,synthetic
GL0539,Far Glacier Sar 561,Jammu & Kashmir,33.0344,75.3864,4494.4,0.05,16.78,50.0,10.4,2850.6,0.56,1874.6,5.25,1,synthetic
GL0540,Far Glacier Tal 148,Uttarakhand,29.4467,79.1121,4562.8,0.29,16.29,707.5,25.0,2460.8,-1.35,895.4,,1,synthetic
GL0541,West Ridge Sar 470,Jammu & Kashmir,34.6171,74.1023,5004.6,0.048,26.02,549.7,15.0,1209.6,0.59,1638.1,5.43,0,synthetic
GL0542,Lower Ridge Tso 655,Ladakh,33.7255,76.6586,3677.5,0.117,25.61,332.7,23.9,1236.0,-7.82,1185.5,2.75,0,synthetic
GL0543,South Cirque Tso 675,Ladakh,33.3075,77.5015,4532.2,0.035,11.39,1193.4,23.2,2777.5,0.67,2505.2,3.53,0,synthetic
GL0544,Outer Valley Tal 009,Himachal Pradesh,31.6931,78.6638,4264.9,0.346,7.87,50.0,18.6,1755.8,-0.69,1310.9,5.28,0,synthetic
GL0545,East Cirque Tso 547,Sikkim,27.8187,88.7192,5538.4,0.145,0.0,924.4,8.7,2403.6,3.37,1308.4,4.8,0,synthetic
GL0546,Outer Ridge Tso 112,Ladakh,34.901,78.0901,4488.1,0.054,0.0,1071.4,9.1,1803.9,-6.35,595.0,3.86,0,synthetic
GL0547,Inner Spur Tal 712,Himachal Pradesh,31.7506,76.5182,5475.2,0.08,0.0,516.8,21.3,2298.6,-3.18,1310.1,2.53,0,synthetic
GL0548,Inner Col Tal 265,Uttarakhand,30.7344,79.32,4090.7,0.175,24.11,751.5,23.3,2057.7,2.59,1762.3,4.36,0,synthetic
GL0549,South Cirque Tal 424,Himachal Pradesh,31.8153,77.308,3965.0,0.159,2.38,483.1,27.9,1761.5,-4.55,1377.7,4.4,0,synthetic
GL0550,Outer Valley Tal 737,Uttarakhand,29.9011,78.1955,5122.5,0.062,9.54,1238.1,22.7,1998.1,-1.1,1590.5,4.62,0,synthetic
GL0551,North Moraine Tal 302,Himachal Pradesh,31.0308,76.6729,5605.0,0.605,9.44,394.8,33.2,1635.8,-3.88,1234.8,4.33,1,synthetic
GL0552,Upper Cirque Tal 586,Himachal Pradesh,32.2146,77.2405,3608.8,1.304,20.38,1263.9,14.8,1618.7,-2.29,720.4,4.39,0,synthetic
GL0553,Outer Plateau Tso 647,Ladakh,34.5249,77.1501,5077.9,0.097,24.17,598.5,11.8,2229.9,-7.39,482.3,3.1,0,synthetic
GL0554,Upper Valley Tal 537,Uttarakhand,30.0483,79.572,5480.2,0.688,40.71,704.8,29.1,2773.5,-3.62,1313.3,2.97,1,synthetic
GL0555,Outer Hollow Tso 172,Ladakh,34.5001,76.6038,5572.9,0.16,10.16,870.6,10.6,1833.2,-1.19,,3.52,0,synthetic
GL0556,High Glacier Tso 175,Ladakh,34.0091,77.2655,5924.8,0.135,24.19,219.0,27.8,3536.9,-1.93,203.7,3.56,1,synthetic
GL0557,High Spur Tso 397,Sikkim,27.8556,88.2375,5536.7,0.065,24.33,900.6,13.1,1987.9,-8.32,1133.9,4.01,0,synthetic
GL0558,East Cirque Tso 511,Ladakh,33.5661,77.9122,4700.4,0.357,12.3,477.5,18.4,2146.3,-0.93,1000.6,3.56,1,synthetic
GL0559,Inner Glacier Tso 371,Ladakh,32.9783,78.5893,3866.3,0.176,38.7,50.0,21.4,1453.4,1.68,1449.2,4.3,1,synthetic
GL0560,North Glacier Tal 401,Himachal Pradesh,30.9543,77.1967,4332.1,0.342,27.15,815.4,19.5,1582.0,1.54,100.0,4.31,1,synthetic
GL0561,Upper Ridge Sar 360,Jammu & Kashmir,32.6233,74.9737,3982.4,0.664,10.44,470.0,23.5,1977.8,-2.32,1305.3,4.64,1,synthetic
GL0562,South Glacier Tso 630,Ladakh,33.3065,76.8553,5208.2,0.461,6.32,797.7,24.2,2132.4,6.93,2014.0,4.94,0,synthetic
GL0563,Upper Basin Tso 582,Ladakh,34.0815,76.9989,5043.7,2.045,21.34,948.5,16.7,894.0,0.86,1017.4,4.44,1,synthetic
GL0564,Upper Plateau Lake 069,Arunachal Pradesh,27.1536,93.5561,5615.0,0.513,0.0,765.5,15.3,1786.2,1.55,2039.6,5.44,0,synthetic
GL0565,High Plateau Sar 615,Jammu & Kashmir,33.6603,74.087,3580.6,0.587,24.79,504.7,14.8,2836.7,4.32,925.3,3.79,1,synthetic
GL0566,Lower Plateau Tal 763,Uttarakhand,30.5012,79.6098,3541.7,0.164,20.9,1591.3,1.0,3578.2,-2.32,1473.9,2.87,0,synthetic
GL0567,West Col Tal 643,Uttarakhand,29.4859,79.4833,4794.4,0.109,12.19,214.7,7.1,1568.7,-5.52,1089.9,4.35,0,synthetic
GL0568,North Hollow Tal 715,Himachal Pradesh,31.6767,76.4443,4596.8,0.191,37.19,1105.0,23.2,2347.5,-2.08,2299.7,4.64,1,synthetic
GL0569,Upper Valley Tso 407,Ladakh,33.1303,77.4482,4881.7,0.125,19.92,365.0,5.5,2555.7,2.41,1144.5,3.7,1,synthetic
GL0570,South Basin Sar 572,Jammu & Kashmir,33.1205,75.8348,4554.8,0.137,6.37,436.8,17.1,2415.4,-5.83,958.9,3.87,0,synthetic
GL0571,Lower Cirque Sar 552,Jammu & Kashmir,33.348,76.4464,4067.7,0.582,8.04,1025.8,18.5,3088.6,-5.54,561.9,3.51,1,synthetic
GL0572,Inner Col Tal 058,Uttarakhand,30.7603,79.35,5457.4,1.299,1.47,410.1,11.2,1518.7,-2.64,2013.7,5.47,0,synthetic
GL0573,Upper Moraine Tal 527,Himachal Pradesh,32.2971,76.8538,5448.4,0.161,32.88,370.1,21.8,2486.5,4.52,1141.5,3.48,1,synthetic
GL0574,East Basin Sar 068,Jammu & Kashmir,32.6015,75.0174,5080.7,0.341,22.4,100.1,8.6,2818.0,-2.94,591.6,4.36,1,synthetic
GL0575,West Valley Lake 096,Arunachal Pradesh,27.1876,93.3678,5910.9,1.029,29.95,1079.8,4.4,2638.9,-0.08,497.4,3.98,1,synthetic
GL0576,High Spur Tso 775,Sikkim,27.1941,88.1984,4650.7,0.235,7.52,608.9,23.3,2634.3,0.68,1239.4,4.63,0,synthetic
GL0577,Outer Plateau Tso 602,Ladakh,33.6064,77.6773,5344.5,0.289,15.21,1119.3,29.8,1978.0,1.36,749.2,,0,synthetic
GL0578,Outer Valley Tal 550,Uttarakhand,31.2825,79.1451,5288.1,0.05,10.34,228.9,19.6,2108.7,-2.32,1813.8,3.12,0,synthetic
GL0579,High Cirque Tal 674,Uttarakhand,30.6798,78.2611,4997.9,0.967,8.35,812.3,24.5,1210.5,3.29,1216.3,3.93,0,synthetic
GL0580,South Valley Tso 725,Ladakh,34.9212,78.0258,4078.5,0.181,10.5,1254.8,19.3,2769.1,-0.44,1032.2,4.11,0,synthetic
GL0581,High Spur Tal 600,Uttarakhand,30.9728,78.6979,5637.7,0.496,6.42,952.5,1.0,1610.6,-4.38,1339.2,3.84,0,synthetic
GL0582,South Valley Tal 481,Himachal Pradesh,33.1973,76.5757,4422.9,0.168,15.01,660.6,2.6,1950.0,1.28,1110.8,3.82,0,synthetic
GL0583,West Moraine Tal 767,Himachal Pradesh,31.9026,76.434,5451.3,1.584,0.0,831.9,22.9,2442.9,4.25,2318.0,3.81,1,synthetic
GL0584,Far Glacier Tal 654,Himachal Pradesh,32.3667,76.2461,3956.9,0.401,14.2,445.9,42.1,1099.6,1.85,868.7,4.1,0,synthetic
GL0585,South Spur Tso 354,Ladakh,33.8518,77.1726,4750.1,0.387,9.97,133.0,13.4,1326.1,1.59,911.6,4.87,0,synthetic
GL0586,Outer Basin Tso 060,Ladakh,33.5876,77.6559,3907.2,0.417,0.0,933.3,9.2,1162.5,-1.7,1342.0,3.45,0,synthetic
GL0587,Upper Ridge Lake 539,Arunachal Pradesh,28.645,93.478,4399.3,0.148,29.15,353.2,23.9,1767.9,-2.28,100.0,3.76,1,synthetic
GL0588,North Basin Sar 151,Jammu & Kashmir,34.5373,76.3277,4308.2,0.121,23.13,228.1,13.3,1486.4,3.05,1616.7,4.48,0,synthetic
GL0589,Upper Cirque Tal 002,Uttarakhand,29.342,79.0955,3659.5,0.656,14.4,507.6,11.9,2894.7,-2.04,1085.8,3.72,0,synthetic
GL0590,West Glacier Tal 135,Uttarakhand,30.121,79.1959,5923.6,0.099,25.39,966.2,2.5,1837.7,-4.52,1946.8,2.92,0,synthetic
GL0591,High Ridge Tso 508,Ladakh,32.7667,78.6925,4585.4,1.454,6.37,1295.7,8.6,2147.3,2.64,1865.7,3.66,0,synthetic
GL0592,North Spur Tal 418,Himachal Pradesh,32.8099,76.2547,4574.1,0.067,34.14,566.3,35.2,2893.9,-4.29,1257.5,4.1,1,synthetic
GL0593,North Col Tso 167,Sikkim,27.7444,88.6434,5570.5,0.601,0.0,341.5,24.2,1700.8,-7.13,,4.9,0,synthetic
GL0594,East Spur Tal 431,Uttarakhand,30.6262,77.8695,4373.5,0.052,10.75,82.8,26.9,2286.3,-3.73,1336.3,3.62,0,synthetic
GL0595,Outer Cirque Tso 512,Ladakh,33.3922,78.7791,5154.4,0.168,14.81,50.0,16.5,1490.9,-2.47,100.0,3.1,0,synthetic
GL0596,Upper Valley Tal 676,Uttarakhand,30.0922,79.9161,5694.3,0.469,18.14,778.0,16.1,1644.0,-2.67,458.4,4.67,0,synthetic
GL0597,North Basin Tal 729,Uttarakhand,29.8395,80.2049,5174.1,0.687,18.0,1117.9,30.0,2398.3,-3.27,1820.2,4.37,1,synthetic
GL0598,Far Cirque Sar 222,Jammu & Kashmir,34.2742,75.6824,3866.1,5.0,12.27,727.6,14.4,2342.0,1.42,1243.0,5.42,1,synthetic
GL0599,Lower Plateau Tal 201,Uttarakhand,30.186,78.0781,4640.6,0.233,32.17,1284.2,20.2,1565.8,4.01,1269.5,4.1,1,synthetic
GL0600,Outer Ridge Tal 134,Uttarakhand,30.2327,80.9187,5624.5,0.896,0.0,292.0,27.2,1893.8,-6.63,753.1,4.82,0,synthetic
GL0601,West Moraine Tal 510,Uttarakhand,30.516,77.9547,4931.1,0.106,9.63,1224.5,18.4,1085.0,0.4,1101.8,5.23,0,synthetic
GL0602,Lower Basin Lake 773,Arunachal Pradesh,27.8211,93.9691,3588.6,0.012,44.05,691.5,21.1,2806.4,0.13,1673.5,3.66,1,synthetic
GL0603,East Col Sar 289,Jammu & Kashmir,32.4795,75.1131,4880.9,0.617,20.24,490.2,23.1,2211.1,-4.22,,3.72,1,synthetic
GL0604,Lower Plateau Lake 419,Arunachal Pradesh,27.679,91.8723,4354.3,0.129,32.98,496.7,24.3,488.8,0.49,1219.3,3.61,0,synthetic
GL0605,Far Col Tso 718,Sikkim,27.2498,88.4456,4107.8,0.96,0.0,301.3,14.8,2616.6,-3.35,1085.1,2.87,0,synthetic
GL0606,Samiti Lake,Sikkim,27.6,88.13,4300.0,0.03,2.0,1200.0,9.0,2400.0,-1.5,1100.0,3.6,0,real
GL0607,Outer Spur Tso 147,Ladakh,34.765,77.831,4271.1,0.122,0.0,1371.7,20.3,985.6,-4.0,1685.9,3.78,0,synthetic
GL0608,West Ridge Tso 530,Ladakh,32.7232,79.2854,4369.7,0.518,8.3,826.5,17.9,1974.8,-1.86,1288.8,5.08,1,synthetic
GL0609,East Col Tso 497,Ladakh,34.2763,78.5125,5296.6,0.765,12.76,531.3,21.8,2324.1,0.54,1580.6,3.21,1,synthetic
GL0610,Lower Valley Tal 427,Himachal Pradesh,32.7769,76.8729,4573.5,1.556,18.69,687.3,15.6,3689.9,3.07,939.5,3.78,1,synthetic
GL0611,Outer Hollow Tal 257,Himachal Pradesh,30.8648,77.5583,4137.5,1.138,18.08,1026.6,24.5,2505.1,-0.28,1183.6,5.53,1,synthetic
GL0612,South Valley Tso 452,Ladakh,34.8965,77.3181,3507.2,0.14,16.55,732.7,14.6,2687.5,3.01,1784.9,3.78,1,synthetic
GL0613,Upper Valley Tal 567,Uttarakhand,30.5726,78.9974,3506.0,1.613,29.97,520.6,7.1,2969.3,-1.67,436.7,4.57,1,synthetic
GL0614,Outer Valley Sar 329,Jammu & Kashmir,32.4824,74.9417,5138.7,0.136,45.25,1042.8,29.7,2616.9,4.99,906.5,2.0,1,synthetic
GL0615,North Glacier Tal 246,Uttarakhand,31.0235,79.232,5404.9,0.215,0.45,122.3,15.5,2256.9,3.54,1279.1,4.8,0,synthetic
GL0616,Upper Glacier Sar 625,Jammu & Kashmir,33.3056,74.3931,5664.6,0.708,0.0,1031.3,22.6,1013.7,-8.73,1819.0,3.86,0,synthetic
GL0617,Upper Moraine Tso 660,Sikkim,27.2414,88.1033,3964.3,0.052,22.84,80.9,19.5,2837.2,-3.85,1165.9,2.96,1,synthetic
GL0618,High Col Tal 551,Himachal Pradesh,31.2592,77.5514,5704.9,0.231,5.56,1036.9,17.5,2790.7,-2.18,1287.9,3.55,0,synthetic
GL0619,South Valley Tal 199,Himachal Pradesh,31.9591,76.7035,3560.6,0.536,2.63,604.6,17.0,3297.4,5.24,467.8,6.0,1,synthetic
GL0620,High Basin Tso 278,Ladakh,34.0678,78.4623,4481.8,0.55,29.84,574.7,29.8,819.5,-1.69,1280.0,3.42,0,synthetic
GL0621,Chorabari Lake,Uttarakhand,30.7346,79.0669,3800.0,0.05,8.0,500.0,33.0,3000.0,2.0,2200.0,4.9,1,real
GL0622,Far Moraine Tso 332,Ladakh,34.5665,78.5375,4505.4,0.122,21.62,813.2,13.0,2821.1,-4.59,1008.2,5.31,1,synthetic
GL0623,East Col Tal 260,Uttarakhand,30.07,80.3023,3695.6,0.25,0.0,50.0,29.5,1586.7,-3.95,,3.15,0,synthetic
GL0624,Inner Spur Tal 256,Uttarakhand,30.1351,79.7693,4578.4,1.037,17.85,50.0,4.0,3182.1,-1.82,976.3,3.78,1,synthetic
GL0625,West Hollow Sar 633,Jammu & Kashmir,34.616,74.6212,5979.8,0.11,24.88,50.0,22.4,2788.9,-3.52,1084.9,3.14,1,synthetic
GL0626,Far Moraine Sar 665,Jammu & Kashmir,33.0134,75.7793,4827.5,0.273,7.41,321.0,26.9,2767.0,-7.26,890.9,3.63,0,synthetic
GL0627,High Hollow Tso 086,Ladakh,32.8808,78.9704,4746.6,0.297,18.92,203.7,18.2,2470.8,0.66,2075.9,5.02,0,synthetic
GL0628,Far Cirque Tal 748,Himachal Pradesh,31.9105,76.3303,4344.6,0.176,17.27,538.9,7.9,1365.7,-8.84,100.0,3.89,0,synthetic
GL0629,Lower Valley Tal 033,Himachal Pradesh,31.7458,77.0088,4931.1,0.386,10.12,457.8,19.7,2502.5,-2.69,1831.9,3.09,0,synthetic
GL0630,Far Ridge Tal 636,Himachal Pradesh,31.8791,77.3907,3628.5,0.073,0.0,564.9,10.6,2358.5,-8.4,976.4,4.38,0,synthetic
GL0631,East Valley Tal 771,Himachal Pradesh,32.0428,78.2288,5688.6,0.339,28.32,736.0,5.4,1734.5,-0.92,1862.1,5.04,0,synthetic
GL0632,Far Hollow Tal 646,Uttarakhand,30.6986,78.6739,4394.4,0.036,14.29,50.0,17.7,2052.1,-2.19,878.8,4.35,1,synthetic
GL0633,South Spur Tal 619,Uttarakhand,29.0644,80.1255,5220.4,0.162,8.84,1323.2,31.2,880.0,0.42,1239.4,3.17,0,synthetic
GL0634,Outer Plateau Tso 036,Ladakh,33.325,78.866,5263.5,0.202,16.19,556.9,25.1,2324.0,0.84,955.8,4.72,0,synthetic
GL0635,Inner Hollow Sar 152,Jammu & Kashmir,34.6255,74.0753,4286.8,0.116,2.07,450.2,7.1,2317.8,-1.32,1540.5,4.41,0,synthetic
GL0636,Upper Cirque Tso 620,Ladakh,34.4343,77.8008,3828.8,0.099,33.88,846.6,34.2,1995.9,-3.42,2179.2,3.54,1,synthetic
GL0637,Upper Col Tal 279,Himachal Pradesh,31.4375,76.4848,5874.0,0.729,7.45,185.6,29.8,2971.2,0.31,1072.4,3.81,1,synthetic
GL0638,West Hollow Lake 580,Arunachal Pradesh,27.2372,95.7052,4510.5,0.225,33.79,391.0,19.6,2494.3,-4.56,1263.6,3.79,1,synthetic
GL0639,High Spur Tso 693,Ladakh,33.3469,78.0436,3973.6,0.481,5.29,50.0,8.8,2284.2,-1.84,233.7,3.69,0,synthetic
GL0640,South Valley Tal 736,Himachal Pradesh,31.2199,77.5765,4072.7,0.157,17.24,50.0,12.9,2756.1,-4.01,1707.3,2.14,0,synthetic
GL0641,East Glacier Tso 566,Ladakh,34.2165,77.9479,4760.5,0.768,22.37,828.5,14.4,2889.8,12.59,1645.6,4.08,1,synthetic
GL0642,North Cirque Tal 306,Himachal Pradesh,31.7896,76.8822,3550.6,0.111,0.0,803.6,22.7,1970.2,-5.52,1344.5,2.83,0,synthetic
GL0643,North Cirque Tal 221,Uttarakhand,29.7853,79.8024,3735.2,0.347,21.68,578.7,21.7,1628.0,-0.21,1634.2,3.46,0,synthetic
GL0644,North Cirque Sar 640,Jammu & Kashmir,34.4112,75.486,4027.9,0.051,9.56,1124.5,32.1,1597.4,-4.61,1583.7,3.5,0,synthetic
GL0645,Inner Plateau Sar 067,Jammu & Kashmir,34.2838,74.7003,5377.1,0.41,34.4,665.5,9.0,2028.7,-1.62,617.6,3.8,0,synthetic
GL0646,North Moraine Tso 624,Ladakh,33.0959,78.7005,4419.4,1.051,0.91,50.0,17.4,2829.6,4.07,864.6,5.4,1,synthetic
GL0647,East Hollow Sar 751,Jammu & Kashmir,33.3644,75.6412,5912.7,0.387,26.04,934.4,21.1,2517.4,0.91,2047.8,3.97,1,synthetic
GL0648,Outer Basin Sar 238,Jammu & Kashmir,32.9428,75.395,3601.1,0.076,15.36,458.4,20.7,2181.1,-2.39,531.9,2.82,0,synthetic
GL0649,West Hollow Sar 467,Jammu & Kashmir,34.0503,76.2148,5307.1,1.999,7.29,531.3,14.4,2456.3,4.7,1590.0,2.79,1,synthetic
GL0650,East Spur Sar 076,Jammu & Kashmir,32.9595,75.9273,5158.6,0.067,0.0,926.6,15.5,1712.5,-1.47,1697.5,4.14,0,synthetic
GL0651,South Glacier Tal 460,Uttarakhand,30.9003,79.626,4996.4,0.086,9.5,561.9,23.3,956.1,-7.11,1544.8,2.44,0,synthetic
GL0652,North Basin Tso 216,Ladakh,34.0539,77.0914,5222.2,0.087,9.7,362.7,12.0,1894.7,2.62,1399.6,5.98,0,synthetic
GL0653,Outer Hollow Sar 322,Jammu & Kashmir,34.4865,73.9755,3616.4,0.246,34.71,755.7,21.9,2778.9,-0.23,851.0,2.05,1,synthetic
GL0654,Inner Spur Tso 224,Ladakh,33.3601,77.5885,4907.4,0.147,3.99,50.0,27.6,2547.6,1.92,1319.7,4.62,0,synthetic
GL0655,West Col Sar 579,Jammu & Kashmir,32.8612,74.5378,4623.2,0.2,3.09,442.8,24.4,2364.4,-0.09,1192.8,3.7,0,synthetic
GL0656,Outer Ridge Sar 466,Jammu & Kashmir,33.6868,75.3351,5653.1,0.045,38.6,1822.1,1.0,2036.6,-4.02,1167.6,3.67,0,synthetic
GL0657,Far Col Tal 692,Himachal Pradesh,31.2972,78.2809,3866.2,0.979,15.01,664.1,4.2,2519.1,-2.41,1532.4,4.19,1,synthetic
GL0658,South Glacier Tso 590,Ladakh,34.3796,77.9104,5871.9,1.101,23.74,50.0,36.1,2792.7,-3.28,785.2,4.4,1,synthetic
GL0659,Far Spur Sar 412,Jammu & Kashmir,33.9322,75.128,5457.1,2.05,17.13,1823.9,19.6,2114.6,-5.98,1855.3,3.6,1,synthetic
GL0660,Far Valley Sar 173,Jammu & Kashmir,33.6623,74.3836,3908.0,1.023,22.94,608.1,13.9,1818.4,-0.35,1592.1,3.27,1,synthetic
GL0661,Upper Spur Tal 608,Uttarakhand,29.8371,78.3884,4607.2,0.068,0.43,604.6,28.8,1708.6,-3.17,1192.0,4.46,0,synthetic
GL0662,Lower Moraine Tal 323,Uttarakhand,29.8189,79.874,4812.3,0.435,21.07,1350.8,2.6,1802.0,1.47,2072.9,4.19,0,synthetic
GL0663,Inner Plateau Sar 429,Jammu & Kashmir,32.8067,75.7533,5374.8,0.411,12.47,529.1,19.5,2679.7,-6.65,1668.0,3.98,0,synthetic
GL0664,South Basin Tso 040,Ladakh,33.4131,77.0439,3562.1,0.142,21.58,694.0,5.0,2055.8,-0.58,850.2,4.15,0,synthetic
GL0665,Gurudongmar Lake,Sikkim,28.0333,88.7167,5425.0,0.1,1.0,1500.0,4.0,500.0,-8.0,400.0,3.0,0,real
GL0666,Outer Spur Tso 520,Sikkim,27.4202,88.076,5420.9,0.064,20.91,434.6,16.5,2781.4,-4.02,1975.6,5.16,1,synthetic
GL0667,Lower Ridge Lake 225,Arunachal Pradesh,28.243,93.3566,3698.3,0.102,6.32,421.3,5.7,1175.7,-4.38,1343.1,3.06,0,synthetic
GL0668,High Spur Tal 477,Uttarakhand,29.7945,80.1035,5355.1,0.021,10.21,50.0,15.9,2233.7,1.72,730.9,4.32,0,synthetic
GL0669,South Spur Lake 701,Arunachal Pradesh,27.1758,92.7154,5729.3,0.084,14.87,1101.8,18.2,1560.4,-5.87,,4.31,0,synthetic
GL0670,Lower Col Lake 488,Arunachal Pradesh,28.9264,94.9407,5639.5,1.363,8.29,376.5,7.0,1392.9,-0.09,743.8,4.59,0,synthetic
GL0671,West Col Tso 698,Ladakh,33.3334,77.5347,3618.4,0.225,19.8,972.6,10.7,1640.5,-0.84,1752.0,3.07,0,synthetic
GL0672,Far Spur Tal 097,Uttarakhand,30.2138,79.4491,5929.5,0.929,0.0,441.3,16.5,961.1,-1.17,1924.4,3.13,0,synthetic
GL0673,Far Col Tal 434,Himachal Pradesh,32.3622,77.2701,5798.2,0.237,25.18,877.1,11.3,2188.9,3.72,884.3,4.12,1,synthetic
GL0674,West Basin Lake 479,Arunachal Pradesh,28.0111,93.5241,4805.4,1.799,14.79,50.0,14.2,2107.4,-5.02,2124.3,5.79,1,synthetic
GL0675,Upper Cirque Tal 637,Himachal Pradesh,32.1941,76.2631,4499.1,0.515,2.74,511.0,14.5,2032.8,-5.03,,,0,synthetic
GL0676,South Hollow Tal 003,Himachal Pradesh,32.5229,77.9134,4314.6,0.121,22.39,1164.5,17.0,1553.9,-4.39,1625.3,4.59,0,synthetic
GL0677,Far Ridge Tso 181,Ladakh,33.105,77.3842,4741.4,0.327,14.12,790.6,10.7,1473.5,2.93,1986.2,3.21,0,synthetic
GL0678,Inner Basin Tal 273,Uttarakhand,30.0883,77.8747,4580.2,0.375,0.0,748.2,13.6,3014.3,-0.37,1917.9,3.4,0,synthetic
GL0679,High Basin Sar 020,Jammu & Kashmir,33.5994,74.7857,5583.6,0.354,20.76,50.0,26.3,2395.4,-5.39,1064.2,4.21,1,synthetic
GL0680,Lower Cirque Lake 160,Arunachal Pradesh,27.2122,92.7708,4745.0,0.937,15.16,1152.5,20.5,2398.1,-0.23,,5.82,0,synthetic
GL0681,High Glacier Tal 171,Himachal Pradesh,32.7266,76.7351,5431.3,0.105,3.2,738.2,27.0,2015.7,-1.25,1585.6,3.22,0,synthetic
GL0682,Far Spur Tal 091,Himachal Pradesh,32.0908,76.22,4436.2,0.021,22.37,976.9,15.7,487.5,-4.99,1916.5,2.0,0,synthetic
GL0683,East Basin Tal 188,Uttarakhand,29.8468,78.7907,5352.0,0.179,16.43,400.2,15.6,2087.1,-3.8,1645.5,5.15,0,synthetic
